GEN_BLD_YRS_1	GEN_BLD_YRS_2	gen_overnight_cost	gen_fixed_om
Oahu_DistPV_Oahu_DistPV_18	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_18	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_18	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_18	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_18	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_18	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_18	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_18	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_18	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_18	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_18	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_19	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_19	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_19	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_19	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_19	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_19	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_19	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_19	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_19	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_19	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_19	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_2	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_2	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_2	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_2	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_2	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_2	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_2	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_2	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_2	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_2	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_2	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_3	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_3	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_3	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_3	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_3	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_3	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_3	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_3	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_3	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_3	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_3	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_4	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_4	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_4	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_4	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_4	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_4	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_4	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_4	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_4	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_4	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_4	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_5	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_5	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_5	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_5	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_5	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_5	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_5	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_5	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_5	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_5	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_5	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_6	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_6	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_6	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_6	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_6	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_6	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_6	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_6	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_6	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_6	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_6	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_7	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_7	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_7	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_7	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_7	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_7	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_7	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_7	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_7	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_7	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_7	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_8	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_8	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_8	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_8	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_8	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_8	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_8	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_8	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_8	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_8	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_8	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_9	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_9	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_9	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_9	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_9	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_9	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_9	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_9	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_9	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_9	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_9	2095	1680387.777	0
Oahu_IC_Barge	2045	1323327.728	34214.22146
Oahu_IC_Barge	2050	1323327.728	34214.22146
Oahu_IC_Barge	2055	1323327.728	34214.22146
Oahu_IC_Barge	2060	1323327.728	34214.22146
Oahu_IC_Barge	2065	1323327.728	34214.22146
Oahu_IC_Barge	2070	1323327.728	34214.22146
Oahu_IC_Barge	2075	1323327.728	34214.22146
Oahu_IC_Barge	2080	1323327.728	34214.22146
Oahu_IC_Barge	2085	1323327.728	34214.22146
Oahu_IC_Barge	2090	1323327.728	34214.22146
Oahu_IC_Barge	2095	1323327.728	34214.22146
Oahu_IC_Barge_Generic	2045	1323327.728	34214.22146
Oahu_IC_Barge_Generic	2050	1323327.728	34214.22146
Oahu_IC_Barge_Generic	2055	1323327.728	34214.22146
Oahu_IC_Barge_Generic	2060	1323327.728	34214.22146
Oahu_IC_Barge_Generic	2065	1323327.728	34214.22146
Oahu_IC_Barge_Generic	2070	1323327.728	34214.22146
Oahu_IC_Barge_Generic	2075	1323327.728	34214.22146
Oahu_IC_Barge_Generic	2080	1323327.728	34214.22146
Oahu_IC_Barge_Generic	2085	1323327.728	34214.22146
Oahu_IC_Barge_Generic	2090	1323327.728	34214.22146
Oahu_IC_Barge_Generic	2095	1323327.728	34214.22146
Oahu_IC_MCBH	2045	1323327.728	33843.81691
Oahu_IC_MCBH	2050	1323327.728	33843.81691
Oahu_IC_MCBH	2055	1323327.728	33843.81691
Oahu_IC_MCBH	2060	1323327.728	33843.81691
Oahu_IC_MCBH	2065	1323327.728	33843.81691
Oahu_IC_MCBH	2070	1323327.728	33843.81691
Oahu_IC_MCBH	2075	1323327.728	33843.81691
Oahu_IC_MCBH	2080	1323327.728	33843.81691
Oahu_IC_MCBH	2085	1323327.728	33843.81691
Oahu_IC_MCBH	2090	1323327.728	33843.81691
Oahu_IC_MCBH	2095	1323327.728	33843.81691
Oahu_IC_MCBH_Generic	2045	1323327.728	33843.81691
Oahu_IC_MCBH_Generic	2050	1323327.728	33843.81691
Oahu_IC_MCBH_Generic	2055	1323327.728	33843.81691
Oahu_IC_MCBH_Generic	2060	1323327.728	33843.81691
Oahu_IC_MCBH_Generic	2065	1323327.728	33843.81691
Oahu_IC_MCBH_Generic	2070	1323327.728	33843.81691
Oahu_IC_MCBH_Generic	2075	1323327.728	33843.81691
Oahu_IC_MCBH_Generic	2080	1323327.728	33843.81691
Oahu_IC_MCBH_Generic	2085	1323327.728	33843.81691
Oahu_IC_MCBH_Generic	2090	1323327.728	33843.81691
Oahu_IC_MCBH_Generic	2095	1323327.728	33843.81691
Oahu_IC_Schofield	2045	1323327.728	33843.81691
Oahu_IC_Schofield	2050	1323327.728	33843.81691
Oahu_IC_Schofield	2055	1323327.728	33843.81691
Oahu_IC_Schofield	2060	1323327.728	33843.81691
Oahu_IC_Schofield	2065	1323327.728	33843.81691
Oahu_IC_Schofield	2070	1323327.728	33843.81691
Oahu_IC_Schofield	2075	1323327.728	33843.81691
Oahu_IC_Schofield	2080	1323327.728	33843.81691
Oahu_IC_Schofield	2085	1323327.728	33843.81691
Oahu_IC_Schofield	2090	1323327.728	33843.81691
Oahu_IC_Schofield	2095	1323327.728	33843.81691
Oahu_IC_Schofield_Generic	2045	1323327.728	33843.81691
Oahu_IC_Schofield_Generic	2050	1323327.728	33843.81691
Oahu_IC_Schofield_Generic	2055	1323327.728	33843.81691
Oahu_IC_Schofield_Generic	2060	1323327.728	33843.81691
Oahu_IC_Schofield_Generic	2065	1323327.728	33843.81691
Oahu_IC_Schofield_Generic	2070	1323327.728	33843.81691
Oahu_IC_Schofield_Generic	2075	1323327.728	33843.81691
Oahu_IC_Schofield_Generic	2080	1323327.728	33843.81691
Oahu_IC_Schofield_Generic	2085	1323327.728	33843.81691
Oahu_IC_Schofield_Generic	2090	1323327.728	33843.81691
Oahu_IC_Schofield_Generic	2095	1323327.728	33843.81691
Oahu_OffshoreWind_OffWind	2045	3882933.697	96710
Oahu_OffshoreWind_OffWind	2050	3805275.023	96710
Oahu_OffshoreWind_OffWind	2055	3729169.523	96710
Oahu_OffshoreWind_OffWind	2060	3654586.132	96710
Oahu_OffshoreWind_OffWind	2065	3581494.41	96710
Oahu_OffshoreWind_OffWind	2070	3509864.521	96710
Oahu_OffshoreWind_OffWind	2075	3439667.231	96710
Oahu_OffshoreWind_OffWind	2080	3370873.886	96710
Oahu_OffshoreWind_OffWind	2085	3303456.409	96710
Oahu_OffshoreWind_OffWind	2090	3237387.28	96710
Oahu_OffshoreWind_OffWind	2095	3172639.535	96710
Oahu_OnshoreWind_OnWind_101	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_101	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_101	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_101	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_101	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_101	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_101	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_101	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_101	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_101	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_101	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_102	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_102	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_102	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_102	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_102	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_102	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_102	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_102	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_102	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_102	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_102	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_103	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_103	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_103	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_103	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_103	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_103	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_103	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_103	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_103	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_103	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_103	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_104	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_104	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_104	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_104	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_104	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_104	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_104	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_104	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_104	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_104	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_104	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_105	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_105	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_105	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_105	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_105	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_105	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_105	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_105	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_105	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_105	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_105	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_106	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_106	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_106	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_106	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_106	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_106	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_106	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_106	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_106	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_106	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_106	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_107	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_107	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_107	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_107	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_107	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_107	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_107	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_107	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_107	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_107	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_107	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_201	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_201	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_201	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_201	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_201	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_201	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_201	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_201	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_201	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_201	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_201	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_202	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_202	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_202	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_202	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_202	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_202	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_202	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_202	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_202	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_202	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_202	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_203	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_203	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_203	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_203	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_203	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_203	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_203	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_203	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_203	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_203	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_203	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_204	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_204	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_204	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_204	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_204	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_204	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_204	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_204	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_204	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_204	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_204	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_205	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_205	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_205	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_205	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_205	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_205	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_205	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_205	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_205	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_205	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_205	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_206	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_206	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_206	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_206	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_206	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_206	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_206	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_206	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_206	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_206	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_206	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_207	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_207	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_207	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_207	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_207	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_207	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_207	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_207	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_207	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_207	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_207	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_208	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_208	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_208	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_208	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_208	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_208	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_208	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_208	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_208	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_208	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_208	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_209	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_209	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_209	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_209	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_209	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_209	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_209	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_209	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_209	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_209	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_209	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_301	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_301	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_301	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_301	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_301	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_301	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_301	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_301	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_301	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_301	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_301	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_302	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_302	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_302	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_302	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_302	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_302	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_302	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_302	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_302	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_302	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_302	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_303	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_303	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_303	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_303	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_303	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_303	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_303	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_303	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_303	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_303	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_303	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_304	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_304	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_304	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_304	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_304	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_304	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_304	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_304	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_304	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_304	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_304	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_305	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_305	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_305	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_305	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_305	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_305	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_305	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_305	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_305	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_305	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_305	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_306	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_306	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_306	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_306	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_306	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_306	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_306	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_306	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_306	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_306	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_306	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_307	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_307	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_307	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_307	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_307	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_307	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_307	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_307	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_307	2085	1954935.772	27400
